"data e hora","caso de teste","mensagem"
"[2021/09/26 21:06:54.736]","Consultar Produto Asus Strix B550-E","Iniciou o teste"
"[2021/09/26 21:06:56.533]","Consultar Produto Asus Strix B550-E","Abriu o site"
